county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,white,black,native_american,asian,pacific_islander,multi_race,unknown_race,hispanic,non-hispanic,unknown_ethnicity,total_snap_payments,avg_snap_payment,month,year
CORYELL,3546,8397,1345,2773,3669,233,377,4401,1656,56,81,112,235,1856,1660,5687,1050,"$903,108",$255,July,2018
COTTLE,90,217,35,72,85,8,17,97,40,0,0,0,4,76,84,108,25,"$21,630",$240,July,2018
CRANE,152,387,73,133,140,10,31,221,16,0,6,0,2,142,269,80,38,"$43,640",$287,July,2018
CROCKETT,116,281,56,94,101,7,23,193,5,7,3,1,1,71,219,46,16,"$29,679",$256,July,2018
CROSBY,535,1371,211,473,556,38,93,683,55,6,1,2,0,624,988,255,128,"$138,170",$258,July,2018
CULBERSON,177,357,52,104,116,23,62,227,7,5,0,1,0,117,270,49,38,"$37,456",$212,July,2018
DALLAM,241,611,103,252,206,18,32,383,11,1,3,0,1,212,321,224,66,"$65,270",$271,July,2018
DALLAS,159997,360351,60839,140421,126010,10856,22225,98850,132456,1325,8360,450,1934,116976,135170,186086,39095,"$41,872,857",$262,July,2018
DAWSON,780,1925,285,738,687,60,155,1137,75,6,1,5,7,694,1486,272,167,"$211,881",$272,July,2018
DEAF SMITH,1074,2825,494,1083,973,61,214,1496,44,8,5,3,6,1263,2223,308,294,"$310,254",$289,July,2018
DELTA,316,681,101,210,273,40,57,445,112,2,5,0,6,111,45,545,91,"$67,662",$214,July,2018
DENTON,17452,41509,7069,15795,14999,905,2741,17605,10528,211,1883,71,497,10714,12121,24928,4460,"$4,624,066",$265,July,2018
DEWITT,1334,3111,449,1081,1240,117,224,1692,408,11,6,9,56,929,1614,1142,355,"$332,431",$249,July,2018
DICKENS,118,250,25,84,94,13,34,135,10,3,0,0,0,102,105,108,37,"$24,950",$211,July,2018
DIMMIT,1105,2705,432,955,953,72,293,1319,15,8,2,76,2,1283,2286,146,273,"$284,777",$258,July,2018
DONLEY,169,355,40,104,155,19,37,228,43,1,0,1,4,78,51,247,57,"$36,911",$218,July,2018
DUVAL,1380,3071,400,994,1280,88,309,1639,8,2,3,4,1,1414,2645,145,281,"$328,091",$238,July,2018
EASTLAND,1208,2665,370,815,1138,119,223,1960,87,31,14,5,24,544,423,1922,320,"$272,990",$226,July,2018
ECTOR,7573,18717,3453,6955,6554,491,1264,9979,1496,65,69,71,70,6967,12029,4665,2023,"$2,175,487",$287,July,2018
EDWARDS,113,265,41,91,84,10,39,186,0,0,0,1,0,78,183,43,39,"$26,615",$236,July,2018
ELLIS,6573,15898,2569,5910,6164,470,785,8235,3331,77,80,12,102,4061,4965,9382,1551,"$1,779,466",$271,July,2018
EL PASO,73989,172768,23807,61501,62097,5986,19377,104227,3835,553,553,324,352,62924,150426,11087,11255,"$18,829,541",$254,July,2018
ERATH,1354,3265,530,1201,1241,95,198,2028,99,22,13,7,10,1086,1116,1725,424,"$346,571",$256,July,2018
FALLS,1373,2861,442,865,1169,145,240,1029,993,3,8,5,23,800,629,1808,424,"$295,726",$215,July,2018
FANNIN,1757,3749,549,1147,1588,160,305,2462,408,41,4,4,72,758,431,2803,515,"$388,039",$221,July,2018
FAYETTE,856,1920,308,666,722,71,153,916,414,8,8,4,9,561,585,1037,298,"$204,331",$239,July,2018
FISHER,197,422,59,124,190,14,35,245,64,1,0,0,0,112,150,227,45,"$52,416",$266,July,2018
FLOYD,469,1236,168,471,478,35,84,618,67,3,3,3,0,542,939,188,109,"$135,036",$288,July,2018
FOARD,69,135,10,40,64,4,17,108,3,1,0,0,0,23,19,97,19,"$10,603",$154,July,2018
FORT BEND,22800,53465,8268,19665,18813,1395,5324,15577,18373,184,3734,118,321,15158,18401,28999,6065,"$6,060,024",$266,July,2018
FRANKLIN,539,1247,165,464,499,42,77,805,116,11,3,4,9,299,193,906,148,"$121,305",$225,July,2018
FREESTONE,1101,2449,361,823,981,98,186,1267,595,6,11,0,21,549,350,1813,286,"$259,783",$236,July,2018
FRIO,1428,3529,601,1241,1262,117,308,1943,25,9,8,41,5,1498,2898,272,359,"$383,103",$268,July,2018
GAINES,671,1633,242,624,560,51,156,974,69,1,1,8,7,573,1032,472,129,"$173,217",$258,July,2018
GALVESTON,16801,37004,5768,13015,14548,1413,2260,16414,10329,160,389,64,255,9393,10069,22573,4362,"$4,302,586",$256,July,2018
GARZA,291,685,119,233,246,28,59,368,89,1,1,3,8,215,333,280,72,"$77,563",$267,July,2018
GILLESPIE,571,1455,230,560,507,42,116,966,15,7,11,1,5,450,694,595,166,"$141,665",$248,July,2018
GLASSCOCK,14,36,6,16,12,1,1,20,0,0,0,0,0,16,32,2,2,"$3,275",$234,July,2018
GOLIAD,409,983,152,349,386,26,70,545,74,8,5,1,5,345,534,342,107,"$106,439",$260,July,2018
GONZALES,1429,3424,540,1296,1247,108,233,1621,407,59,4,5,14,1314,2011,1108,305,"$358,395",$251,July,2018
GRAY,1297,3042,431,1055,1314,85,157,1856,185,31,7,1,17,945,976,1710,356,"$337,298",$260,July,2018
GRAYSON,6660,15219,2475,5163,6171,546,864,9365,1893,117,146,11,221,3466,2498,11030,1691,"$1,619,116",$243,July,2018
GREGG,8982,19647,3077,6856,8006,688,1020,7749,6792,68,79,20,157,4782,3367,14009,2271,"$2,209,378",$246,July,2018
GRIMES,1671,3767,588,1352,1405,158,264,1756,918,12,9,6,25,1041,958,2228,581,"$416,826",$249,July,2018
GUADALUPE,5766,14221,2350,5111,5426,419,915,7653,1068,47,50,27,104,5272,7681,4978,1562,"$1,546,759",$268,July,2018
HALE,2297,5954,883,2260,2274,158,379,3025,338,16,6,17,28,2524,4243,1170,541,"$624,386",$272,July,2018
HALL,250,585,73,202,243,27,40,300,83,3,0,0,3,196,236,274,75,"$58,423",$234,July,2018
HAMILTON,441,923,116,272,412,43,80,715,13,5,2,2,2,184,148,654,121,"$91,336",$207,July,2018
HANSFORD,98,290,53,129,80,6,22,158,2,2,1,0,1,126,169,90,31,"$27,810",$284,July,2018
HARDEMAN,225,514,73,168,214,15,44,314,50,5,0,0,5,140,132,319,63,"$55,672",$247,July,2018
HARDIN,3247,7141,1038,2190,3332,243,338,4853,982,17,5,3,45,1236,366,6042,733,"$828,458",$255,July,2018
HARRIS,282780,645432,114748,247900,220433,18418,43933,205801,204243,2007,18501,1245,2775,210860,281326,296624,67482,"$76,289,278",$270,July,2018
HARRISON,4678,10303,1526,3569,4288,373,547,4202,3648,31,24,6,81,2311,1306,7798,1199,"$1,137,052",$243,July,2018
HARTLEY,47,117,20,47,34,5,11,67,6,0,0,0,0,44,66,42,9,"$9,694",$206,July,2018
HASKELL,427,945,110,285,406,40,104,559,64,0,1,3,3,315,386,461,98,"$88,721",$208,July,2018
HAYS,5968,14757,2490,5589,5588,358,732,9083,928,69,89,46,138,4404,8547,4349,1861,"$1,631,731",$273,July,2018
HEMPHILL,69,190,36,82,59,3,10,92,2,2,2,1,0,91,118,50,22,"$20,408",$296,July,2018
HENDERSON,5458,11839,1666,3754,5080,533,806,8041,1213,26,26,8,68,2457,1472,8916,1451,"$1,295,456",$237,July,2018
HIDALGO,91843,233598,38847,98625,68562,5123,22441,143208,718,367,397,324,52,88532,209591,5404,18603,"$26,602,002",$290,July,2018
HILL,2197,4850,656,1690,1942,213,349,2815,687,19,15,5,50,1259,1020,3177,653,"$509,946",$232,July,2018
HOCKLEY,1185,2908,459,1039,1155,74,181,1497,144,13,9,13,11,1221,1878,721,309,"$301,437",$254,July,2018
HOOD,2149,5076,800,1732,2068,198,278,3708,105,23,12,8,20,1200,891,3576,609,"$546,725",$254,July,2018
HOPKINS,2080,4655,683,1560,1901,199,312,2920,652,28,17,3,32,1003,716,3423,516,"$483,321",$232,July,2018
HOUSTON,1809,3665,536,1149,1564,140,276,1343,1471,12,7,1,28,803,433,2760,472,"$419,384",$232,July,2018
HOWARD,1620,4055,729,1466,1558,111,191,2484,320,22,6,10,18,1195,2134,1526,395,"$457,541",$282,July,2018
HUDSPETH,383,862,110,273,298,43,138,496,12,0,1,1,4,348,638,156,68,"$87,842",$229,July,2018
HUNT,5560,12258,1807,4110,5131,474,736,6856,2177,57,51,17,78,3022,2103,8687,1468,"$1,328,300",$239,July,2018
HUTCHINSON,1009,2401,356,825,1027,94,99,1611,129,32,6,3,14,606,684,1457,260,"$273,709",$271,July,2018
IRION,30,55,7,15,23,3,7,39,2,0,0,1,0,13,19,29,7,"$5,550",$185,July,2018
JACK,381,914,126,338,355,23,72,662,22,4,1,0,1,224,198,604,112,"$101,209",$266,July,2018
JACKSON,794,1884,281,697,716,67,123,937,308,3,25,7,15,589,818,852,214,"$211,922",$267,July,2018
JASPER,2756,6078,890,2000,2521,235,432,3174,1625,18,15,1,47,1198,436,4887,755,"$669,851",$243,July,2018
JEFF DAVIS,50,96,5,28,30,6,27,52,1,0,1,0,1,41,56,27,13,"$8,680",$174,July,2018
JEFFERSON,20049,43178,7395,14256,17339,1648,2540,10303,21356,158,754,52,159,10396,7341,30865,4972,"$4,958,104",$247,July,2018
JIM HOGG,584,1513,241,557,553,34,128,808,1,6,0,3,4,691,1319,54,140,"$160,382",$275,July,2018
JIM WELLS,4092,9831,1564,3392,3836,293,746,5215,87,18,18,12,8,4473,8037,871,923,"$1,078,072",$263,July,2018
JOHNSON,7282,17610,2757,6312,7033,598,910,11757,923,91,97,93,162,4487,4346,11370,1894,"$1,942,586",$267,July,2018
JONES,867,2031,273,690,842,77,149,1217,137,16,13,1,12,635,747,1058,226,"$208,753",$241,July,2018
KARNES,929,2247,369,799,822,76,181,1192,84,4,4,7,5,951,1617,393,237,"$244,291",$263,July,2018
KAUFMAN,5407,13320,2115,5111,5000,386,708,6806,3243,43,70,7,68,3083,2775,9112,1433,"$1,488,406",$275,July,2018
KENDALL,733,1614,270,558,587,53,146,1010,22,17,8,3,16,538,757,636,221,"$174,066",$237,July,2018
KENEDY,21,51,8,18,18,4,3,22,0,0,0,1,0,28,44,3,4,"$5,418",$258,July,2018
KENT,23,59,6,22,24,1,6,44,0,0,0,0,1,14,21,33,5,"$6,952",$302,July,2018
KERR,2313,5076,804,1619,2115,192,346,3271,147,26,21,2,25,1584,1994,2490,592,"$537,009",$232,July,2018
KIMBLE,184,406,57,130,166,12,41,317,5,2,1,0,1,80,168,191,47,"$39,460",$214,July,2018
KING,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,$69,$69,July,2018
KINNEY,195,424,50,127,166,14,67,228,15,0,0,0,0,181,276,100,48,"$37,284",$191,July,2018
KLEBERG,2956,6683,947,2230,2863,219,424,3659,235,18,18,4,5,2744,5298,865,520,"$743,849",$252,July,2018
KNOX,221,514,72,180,210,13,39,286,59,2,1,0,2,164,214,238,62,"$52,614",$238,July,2018
LAMAR,3801,7943,1243,2486,3289,328,597,4059,2015,83,18,12,104,1652,675,6225,1043,"$844,553",$222,July,2018
LAMB,951,2291,309,834,878,74,196,1290,148,8,1,12,1,831,1563,493,235,"$231,889",$244,July,2018
LAMPASAS,1056,2395,322,794,1048,84,147,1579,95,10,19,23,28,641,626,1433,336,"$252,563",$239,July,2018
LA SALLE,545,1297,207,444,446,34,166,706,9,3,2,9,0,568,1093,78,126,"$135,264",$248,July,2018
LAVACA,898,2091,343,761,775,68,144,1164,353,10,6,2,36,520,727,1102,262,"$235,446",$262,July,2018
LEE,831,1983,328,737,760,56,102,976,340,8,9,2,18,630,703,994,286,"$204,791",$246,July,2018
LEON,942,2014,314,663,774,102,161,1203,278,8,10,1,17,497,354,1339,321,"$217,976",$231,July,2018
LIBERTY,5699,13122,2335,4839,4754,475,719,7738,1619,33,34,7,73,3618,3698,7870,1554,"$1,497,078",$263,July,2018
LIMESTONE,1670,3734,549,1312,1501,115,257,1739,906,13,9,2,34,1031,872,2375,487,"$400,654",$240,July,2018
LIPSCOMB,81,212,32,92,72,6,10,141,0,3,0,0,4,64,84,92,36,"$21,694",$268,July,2018
LIVE OAK,635,1520,237,508,619,46,110,1029,27,6,2,1,2,453,941,421,158,"$168,648",$266,July,2018
LLANO,914,1986,312,578,810,104,182,1479,43,8,6,2,10,438,351,1333,302,"$200,872",$220,July,2018
LOVING,3,10,3,5,2,0,0,7,1,0,0,0,0,2,4,6,0,"$1,355",$452,July,2018
LUBBOCK,17379,41440,6658,14464,16910,1331,2077,18406,6695,151,164,64,183,15777,21850,15125,4465,"$4,549,388",$262,July,2018
LYNN,361,890,125,328,336,36,65,412,33,0,1,6,6,432,613,163,114,"$90,838",$252,July,2018
MCCULLOCH,526,1107,151,333,428,60,135,756,11,4,0,4,4,328,415,531,161,"$108,342",$206,July,2018
MCLENNAN,16183,37018,6320,12818,14865,1217,1798,14201,10382,120,175,30,292,11818,11073,20805,5140,"$4,046,506",$250,July,2018
MCMULLEN,23,41,4,10,22,1,4,29,1,0,0,0,0,11,19,18,4,"$4,924",$214,July,2018
MADISON,834,1909,306,693,703,80,127,793,547,6,5,2,12,544,386,1221,302,"$207,149",$248,July,2018
MARION,1020,2038,237,604,877,124,196,1048,540,11,12,1,18,408,88,1689,261,"$220,340",$216,July,2018
MARTIN,209,582,111,231,194,12,34,377,38,1,1,2,0,163,388,134,60,"$64,836",$310,July,2018
MASON,135,280,35,90,104,13,38,197,2,0,1,1,0,79,146,99,35,"$27,083",$201,July,2018
MATAGORDA,2465,5745,1027,2037,2076,189,416,2365,1081,26,52,6,39,2176,2491,2495,759,"$645,347",$262,July,2018
MAVERICK,6566,16153,2336,5401,5358,514,2544,7536,64,187,64,48,11,8243,14359,440,1354,"$1,654,682",$252,July,2018
MEDINA,2513,5990,896,2019,2415,196,464,3731,84,20,19,18,15,2103,4023,1334,633,"$629,918",$251,July,2018
MENARD,96,220,27,75,81,11,26,159,7,1,1,0,1,51,106,87,27,"$22,076",$230,July,2018
MIDLAND,4942,12662,2634,4627,4393,316,692,7325,1750,55,155,28,73,3276,7109,4336,1217,"$1,448,319",$293,July,2018
MILAM,1900,4318,618,1471,1726,186,317,2349,760,11,7,13,35,1143,1461,2278,579,"$462,853",$244,July,2018
MILLS,182,404,58,122,171,23,30,303,3,0,5,0,0,93,105,242,57,"$38,538",$212,July,2018
MITCHELL,371,900,126,310,356,41,67,503,101,5,1,3,4,283,369,438,93,"$98,977",$267,July,2018
MONTAGUE,1016,2235,325,704,959,107,140,1750,29,9,3,0,20,424,271,1714,250,"$242,823",$239,July,2018
MONTGOMERY,18882,44139,7923,16792,15642,1276,2506,25954,5257,152,420,81,341,11934,14679,24596,4864,"$4,969,962",$263,July,2018
MOORE,745,2074,385,816,715,48,110,992,58,12,182,5,4,821,1183,675,216,"$218,549",$293,July,2018
MORRIS,1133,2379,335,760,1007,113,164,1076,696,5,11,0,23,568,214,1822,343,"$258,379",$228,July,2018
MOTLEY,63,141,12,49,52,5,23,100,5,0,0,1,1,34,36,84,21,"$11,086",$176,July,2018
NACOGDOCHES,4671,10500,1751,3809,4116,317,507,4157,3338,29,40,8,66,2862,2405,6882,1213,"$1,159,358",$248,July,2018
NAVARRO,3632,8382,1428,3032,3211,278,433,3891,1921,20,32,107,86,2325,2236,5156,990,"$930,171",$256,July,2018
NEWTON,1069,2128,229,613,1026,102,158,1018,662,12,3,0,24,409,73,1805,250,"$241,596",$226,July,2018
NOLAN,1066,2557,366,926,1026,88,151,1442,210,11,1,5,26,862,1145,1151,261,"$278,905",$262,July,2018
NUECES,29699,66954,10119,22413,28019,2255,4148,41076,3294,152,280,112,152,21888,48909,11941,6104,"$7,668,307",$258,July,2018
OCHILTREE,290,730,140,276,251,20,43,456,24,6,0,0,1,243,398,259,73,"$81,698",$282,July,2018
OLDHAM,35,85,16,25,33,3,8,66,0,0,3,0,1,15,13,65,7,"$9,669",$276,July,2018
ORANGE,5589,12496,1976,3981,5463,475,601,7420,2476,60,72,17,67,2384,907,10117,1472,"$1,436,527",$257,July,2018
PALO PINTO,1610,3662,566,1184,1517,165,230,2463,148,12,16,6,35,982,706,2442,514,"$387,654",$241,July,2018
PANOLA,1532,3381,476,1156,1357,138,254,1780,877,16,17,0,19,672,281,2687,413,"$367,107",$240,July,2018
PARKER,4057,9448,1456,3174,3909,356,553,6901,293,37,42,9,70,2096,1531,6811,1106,"$1,015,072",$250,July,2018
PARMER,270,757,131,326,231,18,51,436,20,2,2,1,0,296,561,128,68,"$76,421",$283,July,2018
PECOS,752,1830,302,662,584,56,226,1197,39,7,10,8,8,561,1390,288,152,"$193,303",$257,July,2018
POLK,3739,7947,1130,2406,3463,388,560,4921,1037,88,28,9,51,1813,972,5978,997,"$878,854",$235,July,2018
POTTER,9342,22347,3495,8094,8768,728,1262,10036,3650,128,928,46,175,7384,8696,10706,2945,"$2,427,355",$260,July,2018
PRESIDIO,754,1485,152,438,349,62,484,638,10,2,3,12,0,820,1290,34,161,"$139,907",$186,July,2018
RAINS,651,1414,174,449,603,74,114,1069,48,3,4,2,5,283,115,1142,157,"$149,954",$230,July,2018
RANDALL,3743,9124,1466,3166,3814,279,399,5519,721,45,106,5,96,2632,2779,5204,1141,"$970,895",$259,July,2018
REAGAN,93,259,51,109,76,6,17,157,3,0,5,3,0,91,186,40,33,"$29,355",$316,July,2018
REAL,211,487,81,136,202,19,49,357,2,4,2,0,2,120,168,246,73,"$51,006",$242,July,2018
RED RIVER,931,1790,207,529,739,91,224,926,484,7,1,2,17,353,148,1362,280,"$176,750",$190,July,2018
REEVES,698,1634,284,564,523,61,202,1007,33,7,5,3,2,577,1350,134,150,"$168,495",$241,July,2018
REFUGIO,463,1088,163,368,433,40,84,517,124,2,1,3,6,435,651,338,99,"$118,298",$256,July,2018
ROBERTS,12,24,5,5,12,0,2,21,0,0,0,0,0,3,2,18,4,"$2,105",$175,July,2018
ROBERTSON,1442,3002,448,988,1243,103,220,1024,1130,3,10,3,21,811,581,1942,479,"$332,293",$230,July,2018
ROCKWALL,1674,4220,656,1689,1498,128,249,2084,915,24,66,14,35,1082,1098,2704,418,"$456,738",$273,July,2018
RUNNELS,565,1257,150,405,534,38,130,795,46,1,1,5,9,400,565,567,125,"$123,506",$219,July,2018
RUSK,2994,6703,929,2414,2679,268,413,3288,1721,23,11,3,47,1610,1055,4868,780,"$726,614",$243,July,2018
SABINE,927,1914,237,546,908,100,123,1282,252,16,2,1,22,339,88,1609,217,"$215,120",$232,July,2018
SAN AUGUSTINE,812,1638,197,521,710,69,141,746,554,1,1,0,6,330,114,1309,215,"$178,343",$220,July,2018
SAN JACINTO,2364,4893,637,1485,2208,219,344,3100,672,18,19,3,36,1045,645,3691,557,"$576,413",$244,July,2018
SAN PATRICIO,4959,12170,1886,4239,4819,371,855,7319,322,33,34,18,26,4418,8456,2563,1151,"$1,321,109",$266,July,2018
SAN SABA,353,788,105,250,337,33,63,532,4,0,2,1,3,246,291,373,124,"$81,748",$232,July,2018
SCHLEICHER,103,262,42,87,95,9,29,181,2,0,0,1,0,78,183,52,27,"$25,632",$249,July,2018
SCURRY,739,1890,309,704,711,58,108,1136,78,5,2,2,14,653,1048,661,181,"$204,106",$276,July,2018
SHACKELFORD,143,308,35,92,134,10,37,250,7,1,1,0,2,47,38,240,30,"$33,658",$235,July,2018
SHELBY,2167,4792,742,1720,1852,175,303,2338,1354,10,36,6,28,1020,887,3407,498,"$531,648",$245,July,2018
SHERMAN,49,154,29,67,48,3,7,117,0,0,0,0,0,37,109,37,8,"$13,743",$280,July,2018
SMITH,11652,27046,4542,9666,10481,887,1470,10869,8370,81,136,21,188,7381,6438,17733,2875,"$2,943,432",$253,July,2018
SOMERVELL,308,685,104,227,280,29,45,469,12,2,14,0,2,186,165,441,79,"$74,855",$243,July,2018
STARR,9184,21541,3187,7805,6699,588,3262,10671,35,20,16,69,3,10727,19170,283,2088,"$2,317,380",$252,July,2018
STEPHENS,688,1523,218,449,699,66,91,1050,45,1,4,1,4,418,363,996,164,"$165,607",$241,July,2018
STERLING,30,79,12,30,28,4,5,60,0,0,0,0,0,19,40,34,5,"$6,932",$231,July,2018
STONEWALL,54,122,22,35,45,4,16,84,9,0,3,0,1,25,35,63,24,"$12,421",$230,July,2018
SUTTON,127,312,50,107,108,8,39,216,2,1,1,1,1,90,222,59,31,"$30,558",$241,July,2018
SWISHER,487,1253,187,468,477,38,83,560,164,9,3,8,2,507,663,450,140,"$138,424",$284,July,2018
TARRANT,94732,227970,38261,86813,83039,6561,13296,79692,72441,919,7712,692,1861,64653,71780,132278,23912,"$25,821,767",$273,July,2018
TAYLOR,8610,19800,3009,6580,8542,620,1049,10893,3460,81,157,45,288,4876,6924,10906,1970,"$2,099,650",$244,July,2018
TERRELL,44,78,5,18,31,6,18,59,5,0,1,0,0,13,41,30,7,"$7,759",$176,July,2018
TERRY,823,2008,341,708,740,58,161,1061,115,5,4,11,3,809,1361,421,226,"$210,843",$256,July,2018
THROCKMORTON,64,128,16,30,61,3,18,98,0,0,2,0,0,28,16,96,16,"$11,940",$187,July,2018
TITUS,2109,4945,934,1915,1680,153,263,2175,829,16,11,19,16,1879,2060,2329,556,"$530,143",$251,July,2018
TOM GREEN,5526,12639,2005,4242,5094,435,863,7540,781,57,31,20,97,4113,6693,4586,1360,"$1,306,758",$236,July,2018
TRAVIS,44914,98674,17094,38031,34895,2908,5746,46073,17245,420,2429,188,687,31632,49961,35832,12881,"$11,574,599",$258,July,2018
TRINITY,1466,2892,345,835,1361,145,206,1775,418,13,15,1,18,652,274,2292,326,"$336,740",$230,July,2018
TYLER,1553,3311,416,996,1535,153,211,2186,432,18,4,2,29,640,157,2745,409,"$368,732",$237,July,2018
UPSHUR,2461,5557,750,1863,2340,250,354,3619,696,23,14,2,50,1153,504,4387,666,"$607,370",$247,July,2018
UPTON,146,426,77,171,148,11,19,300,13,2,2,0,2,107,240,148,38,"$48,952",$335,July,2018
UVALDE,2373,5892,917,1993,2244,195,543,3873,47,8,9,22,10,1923,4849,541,502,"$615,677",$259,July,2018
VAL VERDE,4385,10795,1748,3738,3580,286,1443,5116,116,16,7,37,4,5499,9193,589,1013,"$1,142,929",$261,July,2018
VAN ZANDT,2842,6388,909,2095,2707,243,434,4599,405,27,23,4,30,1300,797,4878,713,"$676,920",$238,July,2018
VICTORIA,6121,14617,2337,5265,5807,421,787,7128,1243,51,51,34,95,6015,9003,3980,1634,"$1,647,349",$269,July,2018
WALKER,3199,6621,1087,2098,2807,217,412,2590,2261,19,26,6,50,1669,1175,4610,836,"$755,064",$236,July,2018
WALLER,2524,5976,1042,2385,2066,163,320,2459,1686,12,14,4,24,1777,2315,2977,684,"$663,080",$263,July,2018
WARD,488,1178,206,442,404,39,87,748,94,3,3,1,11,318,664,398,116,"$133,654",$274,July,2018
WASHINGTON,1578,3510,598,1237,1292,129,254,1147,1207,11,24,5,30,1086,769,2122,619,"$366,071",$232,July,2018
WEBB,27953,73586,12871,30364,22679,1516,6156,40786,171,70,97,99,9,32354,65779,1214,6593,"$8,269,456",$296,July,2018
WHARTON,2498,6007,1053,2214,2181,177,382,2150,1378,17,15,10,26,2411,2945,2290,772,"$659,646",$264,July,2018
WHEELER,179,457,80,158,177,13,29,279,27,1,3,0,4,143,133,255,69,"$47,716",$267,July,2018
WICHITA,8648,18763,2892,5996,8211,689,975,10125,3393,107,113,27,304,4694,4346,12354,2063,"$2,001,495",$231,July,2018
WILBARGER,959,2120,287,702,917,75,139,1133,289,6,65,4,11,612,702,1172,246,"$206,349",$215,July,2018
WILLACY,2521,5961,849,2138,2115,166,693,3524,39,9,10,11,3,2365,5316,176,469,"$615,175",$244,July,2018
WILLIAMSON,11462,27931,4601,10515,10346,696,1773,15065,4375,163,589,78,382,7279,10701,13708,3522,"$3,068,103",$268,July,2018
WILSON,1725,4253,695,1459,1725,111,263,2605,124,20,22,11,8,1463,2398,1346,509,"$462,850",$268,July,2018
WINKLER,354,824,126,281,313,25,79,575,25,6,0,4,0,214,495,251,78,"$94,563",$267,July,2018
WISE,2258,5533,876,2014,2158,202,283,3804,130,47,22,11,35,1484,1283,3510,740,"$597,964",$265,July,2018
WOOD,2247,4850,653,1530,2057,250,360,3431,298,31,16,6,26,1042,538,3775,537,"$512,953",$228,July,2018
YOAKUM,279,674,119,248,235,21,51,322,18,3,3,0,0,328,463,141,70,"$73,183",$262,July,2018
YOUNG,1013,2233,313,726,935,94,165,1584,62,13,7,9,12,546,454,1512,267,"$229,190",$226,July,2018
ZAPATA,1620,4130,663,1643,1302,109,413,2175,14,4,5,6,0,1926,3652,120,358,"$461,230",$285,July,2018
ZAVALA,1621,3827,563,1340,1438,115,371,1866,43,22,7,21,4,1864,3344,161,322,"$425,731",$263,July,2018
Call Centers,1616,3982,747,1617,1417,63,138,1941,690,22,99,25,18,1187,1800,1776,406,"$365,903",$226,July,2018
State Total,1580454,3694393,606636,1372165,1343057,110668,261867,1677464,717866,12662,58290,7611,19719,1200781,1828133,1481374,384886,"$416,819,229",$264,July,2018
ANDERSON,3164,7044,1047,2341,2972,257,427,3435,1751,28,22,11,62,1735,1121,5072,851,"$763,915",$241,August,2018
ANDREWS,713,1714,280,625,647,44,118,1152,53,10,2,5,6,486,1124,436,154,"$191,914",$269,August,2018
ANGELINA,6499,14993,2321,5394,6005,490,783,6647,3661,38,36,17,82,4512,3333,9911,1749,"$1,591,582",$245,August,2018
ARANSAS,1499,3097,398,891,1402,164,242,2097,65,13,32,9,8,873,1136,1594,367,"$351,183",$234,August,2018
ARCHER,280,618,90,201,268,23,36,456,12,6,4,0,18,122,91,452,75,"$64,146",$229,August,2018
ARMSTRONG,47,115,13,46,45,1,10,83,3,0,0,0,1,28,19,77,19,"$11,311",$241,August,2018
ATASCOSA,3548,9062,1449,3328,3428,277,580,5457,97,16,19,28,7,3438,6559,1583,920,"$1,008,580",$284,August,2018
AUSTIN,1244,2854,497,1032,1025,85,215,1292,601,7,8,4,28,914,974,1521,359,"$304,355",$245,August,2018
BAILEY,355,958,176,370,312,22,78,510,13,2,1,1,0,431,692,139,127,"$97,280",$274,August,2018
BANDERA,883,1910,292,599,779,91,149,1398,28,13,1,6,6,458,528,1128,254,"$211,066",$239,August,2018
BASTROP,4598,11025,1855,4371,3902,333,564,6243,1204,70,47,26,107,3328,5163,4379,1483,"$1,238,577",$269,August,2018
BAYLOR,268,561,61,174,253,24,49,409,40,3,0,2,1,106,81,410,70,"$55,228",$206,August,2018
BEE,2404,5659,845,1930,2313,185,386,3659,172,11,16,16,11,1774,4216,942,501,"$616,629",$257,August,2018
BELL,22802,55685,9223,19814,23069,1456,2123,19960,18652,283,613,518,1062,14597,14431,34236,7018,"$6,193,932",$272,August,2018
BEXAR,124671,296287,47641,106299,114356,8776,19215,143972,29714,889,3140,818,1376,116378,204020,63253,29014,"$33,391,396",$268,August,2018
BLANCO,242,524,85,167,198,24,50,372,13,2,1,0,3,133,146,298,80,"$51,694",$214,August,2018
